subid,tier
28844830,1
25270404,4
28580981,2
26476541,4
27408574,3
29317357,8
28607785,3
20351248,8
20944191,2
28305364,2
21232881,6
25488414,3
23447403,6
27455742,8
23392197,8
22740361,7
26219499,6
28205179,4
21115948,8
23586550,8
25964920,4
22710200,5
24610977,7
26088371,8
26541270,3
27336609,5
24264452,7
23038758,8
26988603,8
23228030,6
27873138,8
21167661,6
28817474,2
27811483,2
22246838,8
21879213,8
21662051,4
23124898,4
27449926,7
28187621,4
22913373,1
22751265,3
26060013,6
29422255,7
26347492,3
24921117,6
24017784,7
22648108,7
22344692,5
23957088,3
24895356,8
24272761,7
20637936,8
24062332,1
23376468,7
24832629,2
28983976,7
29726747,7
28765436,4
28248056,8
27718895,7
24687109,8
26872742,2
20346496,6
20106660,5
25465850,1
24193395,1
20896525,7
28699816,3
25940966,8
21278214,4
28422333,8
26725345,6
27493295,3
29524861,3
21614791,6
27828610,5
22665138,6
20165927,6
28857509,3
27487262,3
20080676,8
20151101,5
22275752,1
26543928,6
27664095,6
20098955,4
28019296,2
25096927,1
28287056,6
21638689,1
20161833,7
25935033,5
22771280,4
22497002,7
28844093,4
20678192,6
21014261,4
21467583,2
25221897,8
26988598,4
25000157,4
22344945,8
21091605,8
27143741,2
24569028,5
24113542,4
20308205,2
26011866,3
24538332,5
21317840,2
27511778,5
27027368,7
28821693,3
21020251,1
21982706,7
26606149,4
29979454,8
22294152,8
28730002,7
20940448,8
23844576,7
20936810,4
28371485,8
24170242,5
27120169,3
28356422,8
25659194,6
25866971,5
26577404,4
29054630,2
20299874,8
20997496,6
24206548,1
29762870,6
24831792,2
28428780,1
22795925,1
21990594,1
24817044,1
22544530,1
22367659,6
27813197,4
29786673,7
27050287,6
23244423,3
28390906,1
22338484,6
25086796,6
27612280,8
20371927,4
21830104,2
26298677,3
24656257,4
28561191,7
29927680,8
24169833,8
29836380,7
28404608,6
29756297,6
25849604,7
25195788,1
21070951,2
29329976,4
22956275,4
29491823,6
25848233,7
23892401,3
29547105,7
28962537,7
26532813,6
20222417,2
27433015,3
20057275,1
26331441,6
20203729,6
24017710,7
20857954,7
25094968,4
20444949,6
26620403,6
27165390,5
26441268,6
23903735,8
22125605,6
26798032,6
27557982,7
28592186,7
21865469,6
27290259,6
27603343,4
22715291,8
27990808,6
21643354,8
20377403,2
20652837,7
25512830,6
20606650,4
29553690,1
24916700,5
25034427,8
28493091,2
23720256,2
26726702,5
27408440,6
25360017,4
26074361,3
20590577,1
29372548,7
26546767,6
23690214,2
22798840,4
29216119,8
22785446,8
28656271,4
27645066,3
22031776,4
26176281,5
24211780,1
25470298,4
24209763,6
23012960,4
20318749,4
20389914,6
23081614,8
26663343,8
28869374,4
25863398,1
22204439,8
27378422,2
24982992,2
23427090,3
25651786,7
26329315,6
24739219,6
29379360,1
29956166,7
24449904,7
20830332,8
29777640,4
22847636,3
25214100,7
24398668,2
25266355,7
29721157,8
22965135,8
22512089,7
21906016,8
24155558,7
28019000,3
27574393,8
24767243,3
21190068,6
20811607,5
23371535,7
21370940,7
27889812,3
20611629,4
26390683,8
24210840,1
24827812,1
27834373,7
20889383,5
20156601,8
26006780,8
24473544,5
26481995,4
21361905,1
27818615,1
21260723,4
25368686,3
25392509,7
20436452,3
23409743,8
26396054,8
21085830,4
27971174,2
26221653,5
25536886,4
22386154,1
23620780,5
23008166,1
22560680,5
28885132,1
24548004,6
28860201,3
26753968,5
29055894,7
27716477,3
23586465,1
29652043,1
28944080,1
21573420,5
24931692,1
27158342,8
23712450,7
21703678,4
25925790,2
22500951,8
27776352,1
29612904,6
28794613,1
29691792,2
20968826,1
28232657,7
22820437,8
28987312,4
27878156,6
28564983,4
21727954,8
21662715,4
24842434,3
25253491,4
29726337,5
23478099,3
20890173,7
29608410,6
26329445,8
25901884,8
21704710,7
24795574,5
26211552,8
29339572,2
25806490,7
26529332,8
27147976,3
22050949,2
23308032,5
29089070,2
21217732,5
24986544,1
28774834,2
29092167,6
20477736,4
20695280,7
29536509,8
24552368,1
27222461,6
23545583,8
27030777,4
26368910,7
26496234,8
28283339,1
29317398,5
22932408,8
22544170,1
22918645,6
27763705,7
26979494,1
25739677,8
29805746,7
23798623,7
22662829,3
26507394,3
21785406,1
24896795,3
26744659,1
23604111,6
23570307,4
20475470,6
28968104,4
29423145,8
29267506,7
28535104,2
22762292,1
24014399,7
27187438,3
23138110,8
26321030,8
22507142,3
21431052,2
22433403,4
27012560,2
24005022,7
26059038,7
28876185,8
27964121,2
24313547,5
22885875,8
27939899,4
24122417,7
26880201,5
26469896,6
25485332,1
24708724,6
24338559,1
24051462,2
24846144,8
21788518,2
27306923,4
22659066,6
22151008,6
24043991,5
23819909,1
27806190,5
24667159,6
23468655,5
20505058,2
26463028,4
23013676,1
29541026,4
21085942,2
28906050,5
20092987,5
27698897,1
26747269,4
20905262,6
23248592,7
23578927,4
22106504,7
29589799,8
21580878,5
21819280,8
26333529,8
26907370,3
24282778,4
23637599,4
23891121,4
24168895,2
26608531,5
20507869,4
21550079,8
29513258,4
25073570,2
25349942,5
21968516,6
24461499,5
22224867,7
20372961,8
24873289,5
20201639,5
26243439,1
28283620,5
27215614,2
26142365,7
25015290,7
20696782,8
22841807,7
26932425,8
21307580,6
29616456,7
21219725,7
26581837,2
26086041,1
29433304,7
24555700,2
27807154,7
22706388,5
24785956,6
27171397,1
26036371,8
27849439,1
20369956,7
26768619,8
29895394,8
20426378,8
23982221,2
27777148,2
24975448,6
21533344,8
25134848,7
23539548,2
27664533,1
25640020,5
23452768,7
25694917,7
20819325,6
24359749,1
27524668,2
27592362,5
26014477,3
25579461,2
21487752,7
22543340,7
21723546,2
24996791,5
21433937,8
28385141,2
24243936,6
26748604,6
29054573,5
26853748,2
20032215,6
23336801,1
28338025,8
21404308,2
28545280,5
21095909,2
20046987,3
22454040,6
28604153,4
27274743,6
21252369,4
22177242,7
20970669,4
21927331,4
28476069,4
22490879,4
28204170,5
29708722,6
26843167,5
29313347,3
25215816,6
20243806,3
21206342,2
25817939,5
21065056,8
25739731,7
28914656,8
29217855,1
24221135,4
26374319,4
28003581,8
25624311,7
26101399,8
25855967,6
26656107,7
26549955,6
27424100,4
27229985,5
24447651,4
29355808,7
25747031,8
29373262,8
20178579,4
23577439,6
21836695,8
22729909,5
20972156,8
28845050,8
28722732,6
20289735,8
29710693,4
27158619,3
28383969,1
25931725,7
26732654,8
29769210,8
29589763,8
28393024,1
27974541,2
23522501,7
26471955,6
23096008,7
27941338,8
23962212,5
22494484,6
25288315,4
29900416,7
22936259,6
24666467,3
29478910,8
20579997,7
28022501,2
22069620,7
24913478,4
26102816,3
28760486,1
29243390,8
27069666,2
23366563,8
28043089,7
22400695,6
21112020,6
28409150,7
28291143,3
24426246,8
28925864,7
28810817,4
28359232,8
23587112,6
23718865,5
21762780,5
29852294,7
27212982,5
21797669,6
23399666,8
25561876,7
27098240,7
22958026,3
29704138,5
28823257,7
24237823,6
26160716,1
27359846,1
29229807,1
21254740,1
24928085,6
26020501,8
28288228,1
21090615,1
28616686,2
23439876,4
24653696,7
23566431,2
28655580,3
26890936,8
23238653,5
25414422,4
26931661,6
23826952,6
21952150,8
27776251,4
27310770,4
29461060,1
28847867,1
21308257,8
22775316,5
22391458,3
20360379,4
27103350,4
27685600,3
27045018,1
25603965,7
24246387,7
24726533,1
20986937,3
28023246,5
21628783,7
24192832,1
21774396,5
20915861,7
26355115,6
26649678,7
29652751,4
25217496,6
28416084,4
24006235,2
28645207,6
26332712,4
25410691,4
21383669,8
21224544,8
23830344,8
27936293,4
29039038,7
27112233,8
23626686,4
20655527,7
22886888,5
25445427,1
29897524,1
21928822,5
24035270,7
28880520,7
24088590,6
28601943,1
23378294,7
26491535,5
27263538,1
20174081,5
28295452,6
24942990,1
25258184,7
25585778,6
23686212,5
25059780,8
21895318,8
24659954,8
27118715,8
23452556,2
27650609,8
22994852,1
29017071,5
29660813,8
29533677,7
26096645,4
21991925,3
22157847,6
29481581,7
24639239,3
29946799,3
29148281,7
20073911,8
22107977,6
24702708,3
25446942,4
29996985,8
27882116,1
21142304,4
27854650,6
27746948,6
27971434,3
28407019,1
25550116,1
28035009,8
25015143,1
21100709,6
22594739,1
29112759,3
20563833,3
20672501,5
23335708,1
22654814,6
29733992,5
22778634,3
27279434,5
29269419,6
29494185,3
22996412,3
23771199,1
28532073,8
25133513,8
25171472,6
25955433,5
22253381,1
26203758,2
24156871,4
25042541,7
25508714,2
29047076,4
21923706,4
28850199,6
25619503,8
23336458,8
21885937,6
26968679,1
24846012,8
23656632,6
22519233,1
20737337,6
20125948,5
20995552,8
27184748,8
28915854,7
25890023,4
26178786,7
21743823,6
26736327,1
26144573,7
23509101,5
23190894,8
25112901,6
20843008,3
24864227,7
27773726,3
24531456,2
29856888,1
28052161,1
20727891,8
29253256,4
26437107,8
23325680,6
23711269,8
21847558,7
23132262,4
25099579,3
25081451,5
22322360,6
28090846,8
29965488,5
23684232,6
21745488,4
27689681,7
26469724,3
29558088,8
28253325,1
22264212,8
28641150,2
26859688,6
28901780,6
25473018,1
26090959,2
25874605,8
27851910,7
22413813,2
24645906,7
28913801,2
29492422,8
25395479,4
26076379,1
20043151,3
28802642,3
26071856,5
23953410,4
22942350,8
23453401,6
29721983,6
20674676,6
22352789,6
29934426,8
20149408,3
29000788,7
22234806,3
20063707,4
26016809,8
28449332,7
20781660,7
22366778,8
26707736,1
25798065,8
22369050,1
22959938,5
23527315,6
24753773,8
23747136,1
27541028,5
20522383,4
25320564,1
29138222,5
26789972,6
28463321,7
26563638,8
27060530,3
29930868,7
22585277,8
26298081,8
27632170,1
29910010,5
23158875,8
24639466,3
28599295,1
22036901,1
26119461,3
26326261,3
23183481,6
21596704,7
28376286,7
28537433,3
22338623,2
27029159,8
22845025,8
20785111,6
22451809,4
27919557,4
20139278,4
25455097,1
27115595,6
27753138,5
23092995,2
23077987,7
28640573,6
24545324,4
22481682,6
23837335,2
23404888,5
23772560,4
29975440,4
29963670,2
21228885,5
28712934,6
24668135,8
21109109,3
29614189,2
21942053,8
24033749,4
25277190,3
20826144,1
25267250,5
22790955,3
20848139,7
28600821,5
20116421,1
25320857,4
23529156,5
22863803,3
26837499,4
22147391,8
25828196,5
21708451,6
23666222,4
26752076,8
22081414,4
23618352,5
29162254,2
25674372,8
29789509,8
23707501,1
23692776,8
29469854,2
27707363,7
22405787,8
25922127,5
23009819,8
23540381,7
28915102,4
29679098,6
29769869,6
23564623,3
20235402,2
26015531,6
29429635,1
28877951,8
29801082,8
26224628,4
22028369,7
24444649,1
22096265,2
28834476,5
25807989,7
29542070,1
27867789,8
20598165,4
25968729,4
20960218,5
21318916,1
21489375,8
25613039,4
20518485,4
20822870,2
27512403,7
24594310,7
24592867,4
20698118,3
26162289,5
24568309,3
24236823,6
27313972,6
26818161,2
26969414,2
22324800,8
29854174,4
22949439,8
29609976,2
27855420,4
28054384,1
26451018,4
20482181,4
28052518,4
23175028,8
24490396,6
22094626,7
20219773,4
21052779,8
24768609,6
27506784,5
28895369,4
27573121,8
26343563,7
22466292,8
21268820,4
27812898,8
22809561,4
21273016,7
29566143,5
22122578,2
24905514,3
25490998,8
21058339,7
23516049,2
21597412,6
26676768,4
22275643,7
21141674,7
28900124,6
29738435,1
28671600,1
24237970,4
26367024,5
29962911,8
21605586,7
28656978,6
27487267,6
29597575,4
25544331,3
25484570,6
20792211,8
24657383,3
28144772,8
21592216,7
23140781,7
28424965,1
23952780,1
22596815,1
27117947,4
22493614,5
25260097,1
25506039,1
29975607,4
28728665,7
21181466,1
21654668,4
21725886,4
22093580,1
24204904,2
25447820,3
26816820,3
29339663,4
24725192,8
22541385,7
22618807,8
24305760,1
23952017,5
23928278,7
24519016,5
28486375,8
29508543,6
24041780,1
22478726,7
26636345,8
24427379,6
23305306,4
24554985,5
22733007,1
28522659,6
27184486,7
27220986,4
27600395,5
29980372,5
24260451,7
25392536,7
23875100,3
22508088,6
25833701,7
29394757,4
27032686,1
20957040,8
28056923,6
22325409,3
26400631,3
26309716,8
25156913,8
21089757,5
26375276,5
26048681,2
21544399,8
26294767,5
21350073,5
22791381,8
21041854,7
24276009,5
20909900,7
24491009,6
24535327,2
26361321,6
23112469,6
26572606,5
24716300,1
22011481,4
26422033,2
23987217,7
21033345,8
26645529,7
29717128,4
27784208,4
28192679,2
27557570,8
23515840,8
21618434,8
21209561,6
25964573,8
26425675,5
23319280,8
21357599,8
22048707,1
29758934,5
21532687,7
29303570,8
27272434,6
25623204,2
27771799,6
29279190,4
26124416,4
22849910,8
20624657,6
28155074,7
22853832,5
25254829,7
25172339,7
25740350,1
23695215,5
23469046,8
22155232,2
25319297,2
20412811,1
29404830,1
25258952,8
26325716,2
26834034,3
20624914,1
25761912,4
22133487,8
24218648,6
29092435,4
22755536,3
23958686,6
26733292,6
26021744,4
28590891,7
29610015,8
28278981,4
27856204,4
26288251,3
29784457,5
24617621,7
23691025,5
26242785,6
29943538,5
20697444,8
24068305,1
25930208,6
22844521,8
25300731,2
23034347,5
20825914,2
20856976,1
27013283,6
23476505,8
27344501,8
27473358,7
22124614,4
24709937,8
24690271,8
24046843,2
29805719,5
25890862,7
21760851,8
21903595,8
29851299,2
24193796,8
27968227,6
21299519,8
27672951,4
22493068,7
24432713,8
27805236,7
28883791,7
26322415,3
21873600,4
25981916,5
27598263,3
20968328,7
28879844,5
22708993,8
28297293,8
29444710,1
27111489,8
21479916,8
24589546,8
29033511,4
29058602,3
29341975,3
27464768,6
20645297,5
24538490,6
26547962,8
21502103,1
28217868,6
25668015,3
20933221,8
25955160,6
24463738,8
23096717,8
20417544,7
29215454,8
24976654,2
26352830,6
22805585,8
27679980,5
25824197,7
20745221,6
21734544,5
22858529,7
29802503,4
28009408,6
24931627,4
24764770,3
27884009,2
20350085,6
27037342,4
21548837,8
27408427,4
25595715,8
21808955,7
21286836,5
22061769,4
29262725,3
24552408,1
24235617,7
27318652,5
29871528,1
22242003,5
20627019,4
20603502,8
25802597,5
27766076,6
23458952,7
26178232,7
28773059,8
21041047,8
23899463,2
22658682,8
20619437,6
23877769,6
28036833,3
26781213,7
28315847,8
20926663,5
26999591,7
27005622,7
23639341,3
25210346,2
25199681,7
22810821,1
23744990,6
21383342,7
27846221,7
28741272,8
27433714,8
21830793,2
21929000,8
24262831,4
23724816,7
29132278,8
22912900,6
22212936,1
28279429,8
26409445,7
26046630,5
24993437,1
20041279,4
29299902,8
27289251,1
25155499,5
22098568,6
20034988,6
24340996,5
24754114,3
28772118,5
27937468,1
20122283,6
20795098,5
22710585,6
22924750,8
28741749,3
23675717,7
22516627,1
24910211,8
23710478,2
28122779,4
22119700,8
24431288,6
26762182,3
28243630,1
29654784,6
29750695,8
26596926,2
28002732,8
21950927,4
27261156,7
25960775,7
25410719,7
29315814,3
26588162,8
20174908,5
27127233,7
23811148,1
20556960,7
21272038,3
20911965,5
22178535,8
25236253,3
20314731,7
29811872,1
29200951,2
23610171,2
29248390,4
27188374,3
27481307,1
24379837,6
28641223,6
25784667,5
23896474,6
21514905,3
22606943,7
26810899,1
25198130,7
25326794,6
22867136,4
28790332,5
28232087,1
27248235,1
24350338,2
20865120,7
23348253,7
20975358,1
21212642,2
21078809,6
29953727,4
22013754,6
27045008,7
25664990,3
21930097,7
20446906,6
25529751,7
21733066,6
23907590,4
26524431,6
22946081,3
24434646,7
21319892,7
29760962,4
24087913,6
25331744,7
23662781,4
27526653,1
28599148,4
23174050,8
23501195,2
21514139,6
20524171,6
29902435,4
22006675,1
28211303,4
27980971,3
25231226,7
26207839,3
21745678,7
26663336,8
27782887,3
21181996,3
23440405,4
27167133,5
28255744,6
29676153,1
21834881,1
20635041,7
23748020,5
21057296,4
21678167,4
25054570,2
26080080,1
29021362,3
27453240,6
23036921,2
21905106,7
27857804,8
21913459,5
26185475,3
25327656,1
21418790,8
20106054,8
29692398,4
22224799,1
24068991,7
20540782,2
20798173,2
28794429,7
28318928,7
20746541,2
20745130,4
26023248,7
27585221,4
29480166,1
27214634,8
25044202,2
28304601,1
21508375,6
26136281,6
21329580,4
27471329,7
28375179,1
28863540,3
21374860,8
25461733,5
25928231,5
25762090,4
25458250,6
24397916,7
27427370,3
22149680,4
24468823,3
28811533,8
22542072,8
22589443,8
20031385,3
28160376,3
21287697,6
28805918,7
29543119,1
23264674,2
20097351,1
27116856,2
20809567,6
28051417,2
25248781,1
22654032,2
22405507,6
25646371,5
27872502,7
27980400,8
24292769,5
22502233,1
20634148,6
28225011,6
23452725,5
29858860,5
21687212,8
23503450,6
26696587,7
20795519,8
24868843,7
27358523,8
24191584,4
22707777,1
21483670,1
25927850,8
28748425,8
21507828,4
26190302,6
22824874,8
20853630,8
20144456,7
28339166,6
20325282,7
23731847,8
29148182,8
26693473,5
29303076,6
27440682,1
20540637,1
27259080,5
20228219,4
26116277,7
22196226,4
23762392,7
21987308,1
22946079,4
20163381,4
27249493,6
24579214,6
25875459,4
23883842,3
20493611,8
21273740,3
23576291,7
29898448,7
25359905,8
29697692,1
22609363,8
24485661,7
28896397,8
22564200,8
28299085,3
29340289,5
24684038,5
20538605,2
24920295,5
28657383,3
26679342,5
22689646,6
28413762,1
27188145,7
29561293,8
26305553,5
26100018,1
23914614,7
24838603,8
20206909,3
27513106,8
25184071,6
25025301,3
23518148,2
22839956,7
22375760,3
21425833,4
21098070,1
23741178,6
23755690,7
26379396,6
26435617,4
25544508,2
23340325,2
28788041,5
27629163,6
22290953,7
28502020,5
25113920,7
21054201,5
21264353,7
29472791,2
27791434,1
22662273,1
25882531,5
21221708,1
23348026,7
25689260,5
22686271,6
21627269,6
23475464,1
23474028,8
24670417,6
29590131,1
28812675,5
24998971,7
28051844,1
24593520,6
20161250,4
22017461,8
27411551,5
23423767,6
29688956,5
28140404,8
20632910,4
26839039,8
29531371,7
27685146,7
23108469,4
29776162,3
28308174,8
27642179,8
20976673,8
25799543,4
27850590,5
26331425,1
28414102,4
20508380,4
23269118,7
22415477,8
26205100,7
28148305,7
27488490,3
28726568,8
29838025,2
24899989,1
25450885,2
20508365,8
28581399,6
24658182,1
23925179,2
26730802,6
20291014,8
29214916,4
23732580,7
21130232,8
27719717,8
21832918,6
28024009,6
21776077,7
21726737,2
21898128,5
22567574,7
28846961,3
26728199,8
22255730,1
29740684,6
22311766,4
26669229,8
20075988,2
23501030,4
24667172,8
24051246,4
29806888,7
22385352,8
29527374,1
29725047,8
27791558,2
24291875,8
23043442,3
27523917,8
21784018,5
20636945,8
27510247,8
20078382,4
27909306,7
29044196,1
26686043,7
29688734,2
20167565,5
20546872,1
28118057,6
22616909,8
26641725,5
20189417,7
24185464,2
24526138,1
27914237,5
22260557,4
23528740,5
22143294,4
29489764,3
25946328,8
27729263,3
27734439,8
21004351,6
28661835,2
21333629,1
20810226,1
29828916,4
28142523,5
25989418,6
28993734,2
23016552,3
26159182,2
29970755,3
28403330,7
28108471,7
26295397,5
25694289,7
27332426,6
21638083,6
20455095,8
23402681,4
23091609,8
29554108,4
26660486,8
23649231,2
22143367,5
29440401,5
28371935,8
22192950,7
28428969,4
27800661,8
29547299,1
28862867,8
20185754,7
26025537,6
24981991,8
21119744,7
24666992,6
22546135,7
22428752,3
29169439,7
27414943,7
24138989,5
27256483,4
29891697,6
25046849,1
21377994,7
27933506,6
22807117,7
29140924,2
24643355,8
20588065,1
27128525,2
23482531,7
25230804,4
29635721,7
21418609,7
23320373,7
26054931,7
29141470,1
24428191,1
25284523,4
27252857,4
22877802,8
21495545,7
25913299,6
24873109,4
29083830,4
22597660,8
27275827,4
24271972,4
29205276,4
21550446,8
22543360,4
23346561,4
23807160,1
29522210,6
22557903,8
29526018,6
29855352,6
28049320,3
21722963,1
23001389,7
21268913,8
28722317,6
27499124,8
22615536,4
20017384,4
22421828,2
29489556,8
22225045,5
27369676,4
24484858,6
27137091,4
22358524,8
24593799,6
23201488,2
29884823,6
24062497,4
26448517,1
27548611,7
28827787,5
28754509,3
24581691,2
28834066,6
24662587,6
29936716,8
24607971,4
27857534,7
26610580,8
20451023,5
27010431,5
21665084,2
22787393,4
24659053,5
27039240,7
25933899,7
29979128,8
27155104,7
26429531,2
28275733,1
25237328,4
25292835,7
24930756,8
22778256,7
23389951,8
29078320,3
21340600,1
20751181,4
29088790,8
27751118,8
22435338,4
29692702,2
22040497,8
22163257,4
26390960,6
26284663,8
28275813,8
24394461,7
29847395,4
24255094,8
27465404,4
24674580,8
23525067,4
29113253,7
21712390,8
27859051,2
28374592,8
26483918,3
28344312,8
26219838,6
26187365,6
23184650,3
24116234,4
28963719,4
21238542,3
28011543,6
21552935,1
29327810,8
26832795,1
23696116,7
22356840,5
26157096,2
26601130,7
26544259,1
22667309,8
29382900,5
23691581,5
28018347,3
28552268,7
28271023,2
26337541,2
24753933,2
20493290,7
25241295,6
25195845,4
27401123,2
21475425,6
22534593,6
27160345,4
20466251,4
24719630,5
21015757,5
25166057,6
24942147,2
21392767,7
21923510,5
26844189,4
26407647,4
22926757,4
26371029,8
25709432,2
26402987,5
29364959,2
28160334,8
23198173,5
29103561,6
27837505,7
27184231,6
24884817,7
29565112,8
27049032,2
26771325,1
25199278,3
26306100,4
29604916,1
23609445,4
28596533,1
28373632,1
20933227,1
25698392,7
23979839,3
23428465,1
23700082,4
22910720,5
21331504,2
29884869,8
27197592,1
29831710,7
24847809,1
26410354,8
23759343,6
21350992,6
27605788,5
20388332,3
20707828,7
20380573,1
23919573,4
23109572,4
28256353,1
25814134,3
27957711,4
25896633,8
27331605,7
22483374,1
29498903,6
25236242,8
20492135,5
22986217,7
22856664,4
26171978,3
28654281,4
28936399,3
28180464,7
22739947,1
26650010,8
27893981,7
20317263,4
23641701,5
23386566,5
25474628,7
28825949,8
22233296,4
28179276,2
23076991,8
27067435,8
27252502,8
25822840,4
23750733,1
22425437,6
29592055,8
20678286,8
20663144,2
27040973,4
23725879,8
27171988,2
27706763,3
23979991,8
20446758,7
28204171,7
29058788,1
25289022,2
25730381,5
28330767,6
28859131,5
29172370,6
25204532,7
26802352,7
27078102,6
21691995,6
29398267,7
23018303,8
28421291,2
29732485,8
25555865,1
29552571,2
28146806,4
23181974,6
23446844,4
27598813,4
23659460,2
26093568,3
24293625,7
28631933,8
23798622,7
23608138,7
20328500,8
28569236,1
20051753,6
23318572,4
22976322,3
24268921,7
22745953,3
26308462,5
28634020,5
28712187,5
28283366,6
20131500,7
21802742,1
24099467,7
20212644,7
29359080,6
28686390,8
21102529,4
25961972,5
26837475,7
20356235,5
24300932,6
24904556,1
25611086,8
29241915,4
26236871,8
27312434,8
23642848,8
28621812,8
20754203,8
24686912,4
21066527,8
29754272,6
25975217,4
22677509,8
28273699,6
23564943,6
20289738,1
21811999,2
27692638,5
28615785,7
21060027,4
21422790,5
20177511,4
26159848,2
25624213,5
28030509,6
28975170,8
21264708,3
25321728,3
21177695,1
27654212,6
25902678,2
26673694,1
27829824,4
24541180,2
27249857,5
26076612,7
27507735,1
22411174,1
26358719,8
23698158,5
20508652,3
26255063,2
24626093,8
25308753,7
25894016,5
20276901,6
24001621,1
25427551,5
28245810,5
23116758,3
24189475,6
20818026,1
20335855,6
20720353,6
22902769,6
25280566,4
20333264,1
26871023,3
27489544,5
20033896,7
24645930,6
25380604,5
26184220,7
20959578,5
28964816,6
23758670,3
25579102,6
29354466,7
23344175,4
28259994,4
29164860,8
26037282,5
29491126,6
23248350,4
24506968,2
24822000,7
23134744,4
21555253,6
28274747,1
23644144,2
26263197,5
21198849,1
20961615,1
27630552,3
21308059,7
22641191,7
29747148,7
29866814,8
28876921,7
26966532,6
24173629,7
27037923,8
22177804,7
27611999,8
24719773,1
22612239,4
26724739,1
23571853,2
24948072,5
29917084,3
28671750,5
23877672,8
25095653,7
26670820,8
28197713,6
25086854,1
20291289,3
20671975,6
27579614,8
20610085,2
28885767,7
20541791,8
26608973,8
25407372,4
25776225,8
25596244,4
23996126,4
29435340,6
20796441,6
26069920,1
29307584,6
26745441,2
28468419,5
26532901,6
22364883,5
20008532,8
28371913,4
29401732,4
23277924,5
26591463,4
25423278,3
20502262,3
20902822,4
28935420,3
28632542,8
27549461,4
29259335,4
23928040,1
25514184,1
27649140,5
28394989,5
23975673,7
25622719,1
29886752,8
24707387,4
24708877,7
27508680,5
28663012,6
24205431,8
20516124,7
27778298,3
23067297,8
25006097,5
27329705,8
22787545,7
26272740,1
20879465,2
29723435,2
21690052,2
27057319,6
26297890,5
25747805,1
23930382,1
27024641,3
25757336,2
26647455,5
28121413,1
28254176,3
25507759,8
26101389,8
24528118,2
25923080,5
28524089,3
27217292,1
23911727,6
24106608,1
21015779,7
22482626,8
28499578,1
20208542,8
20024463,2
25133658,1
22120680,8
25758006,6
21970384,1
25630064,7
27210330,2
20861743,2
20164337,5
21040805,7
24835849,6
28400208,7
28760428,7
25568010,3
20453419,6
21358266,8
23611785,6
22084065,8
22457455,3
21869644,8
29278650,7
29450017,1
22433135,8
21516564,1
24175657,2
27502030,6
22860754,5
24552436,7
21409450,4
26203554,3
29420663,7
20134563,3
24955514,8
26564551,4
20990672,5
21298467,5
29608145,6
28833651,2
24667983,8
29746031,8
29482276,5
26597148,7
27322631,8
26169056,2
26854877,7
21470438,2
20883054,4
28528079,7
21404119,6
20410731,8
29576536,6
26967164,4
28632966,4
24446436,8
29119411,5
29754302,4
20035915,3
20219765,1
25435656,4
21414823,3
28264797,7
25859536,2
25647482,7
23191527,8
27774574,6
24180751,3
26087122,4
26824438,8
24070542,8
24693349,7
23867611,8
22436832,7
29578162,6
27637440,7
28085320,8
24466114,6
29640103,1
24639927,6
22487242,1
26367862,8
20216765,6
29607434,1
21232942,6
21951126,7
26790988,1
27031596,7
24879029,7
23552172,7
23544751,6
28737222,3
29751268,6
28131502,8
20077136,7
24506851,5
22184449,2
29238246,3
20140051,7
23961267,5
26152668,8
28584838,8
26642402,8
23968689,4
23667317,6
24463450,6
21068553,5
29423765,1
23983995,8
23690843,1
24458248,8
26020109,6
24906063,7
28734744,8
28715993,8
26907336,5
21166179,6
20480483,7
27234273,3
20578389,8
24372818,8
20871610,1
24310329,6
25935732,8
20853562,8
29539216,6
29477284,1
26522686,6
24780907,6
27113985,2
20755197,4
20417659,4
28914110,4
25657420,8
21126347,7
23327497,2
20555837,4
24726289,7
28723463,6
21941050,7
25120279,7
24296680,6
27222186,8
27599742,7
24149606,2
24580159,3
27657433,1
22567254,6
25895655,2
21706301,8
22281378,8
20262094,7
29564517,4
22927631,4
21893401,6
28666422,5
25551818,8
28585588,5
25900002,1
26815874,4
28458747,2
24506449,5
25568264,4
29640497,2
27296038,4
28867574,7
25357235,4
21729761,6
23107950,6
26583650,8
23278120,4
26617413,7
20862100,1
21701747,8
27608938,4
29540617,8
24009159,1
23858602,6
23251520,7
27527412,6
29478567,5
28273430,8
29672025,5
22516101,8
27145307,4
20426825,8
20285689,2
21240709,8
22897229,8
28277298,4
29298486,4
27626463,7
21518762,8
28320729,7
29904649,8
22173874,6
28002234,1
28004414,2
28286299,8
24265264,4
29325844,7
25703775,3
22286898,2
28340403,2
28926248,6
27919047,4
21284925,4
20472110,2
27160831,7
28867062,4
28220598,4
22701025,1
26952374,7
28522784,1
29123796,5
22554377,1
20914855,5
27969741,5
26973134,3
20603438,4
22181608,5
23922926,8
25576997,2
26068053,1
27505687,6
29676880,6
24547196,1
21935568,1
25409202,5
21752507,2
29784637,3
27537599,7
28310620,8
22060842,5
24067283,8
22412624,8
20501391,8
23959658,6
20107798,6
27655232,1
22648850,4
28534467,1
27140606,5
28543207,8
29247693,8
28649410,8
23960508,7
28992995,8
24518701,3
24146824,6
29161624,1
28775009,7
25080493,6
24780286,8
20905558,6
29123707,3
24022347,7
23289516,1
20610428,1
21488969,7
21847705,5
26409411,7
22956901,7
28761499,6
